date,heure,lieu,equipement,type_panne,gravite,priorite,mois,annee
2025-02-24,5H43min,GDR3523,MP,Anomalie technique,Mineure,Basse,2025-02,2025
2025-02-24,9H09min,GDR1505,VVF P.Immergée,Pompe HS,Critique,Urgente,2025-02,2025
2025-02-24,17H55min,PVA BOUDAOUD,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-24,,GDR3523,MP,Tuyauterie défectueuse,Mineure,Moyenne,2025-02,2025
2025-02-24,10H10min,GDR1505,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-24,19H09min,GDR1512,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-24,15H41min,GDR1507,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-24,13H01min,GDR3523,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-02,2025
2025-02-24,6H11min,SIEGE,Pompe a eau,Pompe HS,Critique,Urgente,2025-02,2025
2025-02-24,5H16min,GDR1518,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-24,12H24min,GDR1518,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-24,12H36min,GDR1506,MP 01,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-24,16H41min,CENTRE 215K CONVERTION GPLc,Duplex GO,Anomalie technique,Mineure,Basse,2025-02,2025
2025-02-24,16H05min,GDR3522,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-02,2025
2025-02-24,14H06min,GDR1505,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-24,9H06min,GDR1504,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-25,8H57min,GDR3523,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,17H18min,PVA CHABANE,Réseau Mécanique,Tuyauterie défectueuse,Mineure,Moyenne,2025-02,2025
2025-02-25,,GDR1515,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,7H36min,GDR3522,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-02,2025
2025-02-25,12H18min,GDR1506,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-25,,PVA KACI,Cuve Carburants,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-25,13H18min,GDR1506,Electricité,Eau dans cuve,Modérée,Urgente,2025-02,2025
2025-02-25,15H37min,GDR1512,Simplex SP,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,9H02min,GDR1518,Simplex GO,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,14H25min,GDR1512,Duplex GPLc,Tuyauterie défectueuse,Modérée,Urgente,2025-02,2025
2025-02-25,17H41min,GDR3523,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-25,10H13min,GDR3522,Simplex,Fuite carburant,Modérée,Moyenne,2025-02,2025
2025-02-25,12H36min,GDR1517,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,13H21min,GDR1512,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-25,13H58min,GDR1507,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-25,10H03min,GDR3522,Pont Elévateur,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,7H57min,GDR1506,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-02,2025
2025-02-25,10H12min,PVA SEBAOU,Groupe électrogène,Batterie HS,Mineure,Moyenne,2025-02,2025
2025-02-25,11H58min,GDR1510,MP,Tuyauterie défectueuse,Mineure,Moyenne,2025-02,2025
2025-02-25,9H49min,GDR1512,Duplex GO,Tuyauterie défectueuse,Modérée,Moyenne,2025-02,2025
2025-02-25,9H11min,GDR1513,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-25,14H41min,GDR1510,MP 01,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-25,16H01min,GDR1505,Simplex SP,Eau dans cuve,Modérée,Moyenne,2025-02,2025
2025-02-25,13H11min,GDR1506,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-25,11H36min,GDR1503,RIA,Pompe HS,Modérée,Urgente,2025-02,2025
2025-02-25,7H32min,GDR1513,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,17H25min,GDR3522,MP,Eau dans cuve,Modérée,Urgente,2025-02,2025
2025-02-25,15H43min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-25,16H23min,GDR1518,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-25,10H45min,GDR3522,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,9H28min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,11H25min,GDR1507,Bâtiments et Pistes,Problème électrique,Mineure,Moyenne,2025-02,2025
2025-02-26,15H16min,GDR3522,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,8H51min,GDR3522,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-26,,GDR3522,MP 02,Pistolet HS,Modérée,Moyenne,2025-02,2025
2025-02-26,,GDR3523,MP,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-26,,GDR1501,MP 01,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-26,9H05min,GDR1502,MP,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-26,11H12min,GDR1513,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,15H37min,GDR1507,MP,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,17H04min,PVA KACI,Pompe a eau,Pompe HS,Critique,Urgente,2025-02,2025
2025-02-26,12H40min,Centre  LP 215G,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,12H25min,GL ABDENOURI,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,6H34min,GL ABDENOURI,Bâtiments et Pistes,Anomalie technique,Mineure,Basse,2025-02,2025
2025-02-26,8H06min,GDR3522,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,9H14min,GDR3523,MP 02,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-26,15H43min,GDR1505,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,7H25min,GDR1507,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,20H32min,GDR1512,Cuve GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-26,13H08min,PVA KACI,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-02,2025
2025-02-26,14H08min,GDR1510,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-26,10H12min,GDR1513,Groupe électrogène,Eau dans cuve,Modérée,Moyenne,2025-02,2025
2025-02-26,14H27min,GDR1507,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-26,15H25min,GDR1517,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-26,,GDR1502,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,10H51min,GDR3522,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,14H09min,GDR3523,Simplex GPLc,Pistolet HS,Modérée,Urgente,2025-02,2025
2025-02-26,12H29min,GDR1505,Trous d'homme,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,,GDR3523,Simplex SP 01,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-26,9H57min,GDR1507,HSE,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,16H30min,GDR1502,MP 02,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,8H15min,GDR1502,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,10H17min,GL ABDENOURI,MP,Tuyauterie défectueuse,Mineure,Basse,2025-02,2025
2025-02-26,13H15min,GDR1516,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,15H45min,GDR1504,Cuve Carburants,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-26,14H05min,GDR1507,Simplex GO 01,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-26,16H14min,GL SAADI,MP 01,Anomalie technique,Mineure,Basse,2025-02,2025
2025-02-26,9H10min,GDR1504,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-26,12H31min,GDR3523,Groupe électrogène,Batterie HS,Modérée,Moyenne,2025-02,2025
2025-02-26,18H15min,GDR1505,RIA,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-26,15H18min,GDR3523,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,9H47min,GDR1510,HSE,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-26,12H32min,GDR3523,Stabilisateur,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,18H19min,GDR1515,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-26,14H17min,GDR1513,Conpresseur d'Air,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-26,,GDR1507,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-02,2025
2025-02-26,8H46min,GDR1515,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-27,16H36min,GDR1507,Simplex GPLc,Compteur défectueux,Critique,Urgente,2025-02,2025
2025-02-27,10H54min,GDR1510,MP 02,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,17H59min,GDR1506,Electricité,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,9H22min,GDR1506,Groupe électrogène,Batterie HS,Modérée,Moyenne,2025-02,2025
2025-02-27,16H54min,GDR1513,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-27,14H32min,GL ABDENOURI,MP 01,Pistolet HS,Modérée,Moyenne,2025-02,2025
2025-02-27,8H32min,GL ABDENOURI,Groupe électrogène,Eau dans cuve,Modérée,Moyenne,2025-02,2025
2025-02-27,11H12min,GDR1515,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,15H48min,GDR3523,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,14H39min,GDR1504,MP 02,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-27,13H47min,GDR1515,MP 02,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-27,6H18min,GDR1503,MP 01,Contrôle débit,Mineure,Basse,2025-02,2025
2025-02-27,13H26min,GDR1506,MP,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,9H22min,GL ABDENOURI,MP 02,Contrôle débit,Mineure,Basse,2025-02,2025
2025-02-27,7H04min,GDR3522,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,11H04min,GDR1512,Simplex GO 02,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-27,9H47min,GDR1510,"Totem Prix, LOGO et Panneaux lumineux",Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,18H19min,GDR1505,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,17H58min,GDR1512,MP 01,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-27,16H17min,GDR1516,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,16H03min,GDR3522,Pompe a eau,Panne arrêt total,Modérée,Urgente,2025-02,2025
2025-02-27,,GDR1504,RIA,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,14H22min,GDR1510,MP 01,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,18H05min,GDR1512,MP,Pistolet HS,Mineure,Moyenne,2025-02,2025
2025-02-27,8H17min,GDR1506,MP,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-27,13H43min,GDR1506,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,12H12min,GDR3523,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-02,2025
2025-02-27,15H34min,GDR1512,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,17H00min,GDR1515,T.Gestion Onduleur,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,16H43min,GDR1506,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,13H08min,GL ABDENOURI,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-02,2025
2025-02-27,7H37min,GDR1502,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-27,6H59min,PVA AGOUDJIL,MP 02,Anomalie technique,Mineure,Basse,2025-02,2025
2025-02-27,14H03min,GDR1513,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-27,14H09min,GDR1510,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,17H51min,GDR1504,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-02,2025
2025-02-27,8H28min,GDR1516,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,13H16min,GDR1505,RIA,Pompe HS,Modérée,Urgente,2025-02,2025
2025-02-27,6H26min,GDR1512,Duplex GO,Blocage mécanique,Modérée,Moyenne,2025-02,2025
2025-02-27,,PVA SARL TADMAIT,MP,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-27,7H48min,GDR3522,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-27,9H38min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-27,13H35min,GDR3523,Electricité,Eau dans cuve,Modérée,Urgente,2025-02,2025
2025-02-27,9H58min,GDR3523,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-27,9H33min,GDR1503,Trous d'homme,Anomalie technique,Modérée,Moyenne,2025-02,2025
2025-02-27,9H34min,GDR1507,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-28,16H23min,GDR1513,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-02,2025
2025-02-28,12H42min,GDR1507,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-28,,GDR3522,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-28,14H02min,GDR1512,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-28,8H42min,GDR1517,MP 01,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-28,11H54min,GDR3522,Trous d'homme,Eau dans cuve,Critique,Urgente,2025-02,2025
2025-02-28,10H08min,GDR1510,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-02,2025
2025-02-28,15H51min,GDR1513,MP,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-28,,GDR1504,MP,Anomalie technique,Mineure,Moyenne,2025-02,2025
2025-02-28,14H56min,GDR1512,Simplex SP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-28,,GDR1517,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-02,2025
2025-02-28,5H31min,GDR3522,Duplex GPLc,Pistolet HS,Critique,Urgente,2025-02,2025
2025-02-28,11H52min,GDR1510,Electricité,Problème électrique,Mineure,Moyenne,2025-02,2025
2025-02-28,13H59min,GDR1501,MP,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-28,12H15min,GDR1515,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-02,2025
2025-02-28,10H03min,GDR1513,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-28,10H24min,GDR1504,MP,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-28,14H13min,GDR1513,MP,Contrôle débit,Mineure,Moyenne,2025-02,2025
2025-02-28,14H53min,GDR1512,Trous d'homme,Eau dans cuve,Modérée,Urgente,2025-02,2025
2025-02-28,8H00min,GDR1510,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-28,13H38min,GDR1506,VC,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-02-28,9H54min,GDR1517,MP,Fuite carburant,Critique,Urgente,2025-02,2025
2025-02-28,9H18min,GDR1504,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-02,2025
2025-02-28,13H56min,GDR1513,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-02,2025
2025-02-28,14H13min,GDR1504,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-02,2025
2025-03-01,6H04min,GDR1515,RIA,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-01,11H35min,GDR1510,Electricité,Eau dans cuve,Modérée,Urgente,2025-03,2025
2025-03-01,14H11min,GDR1512,Bloc de Gérance,Lampe grillée,Mineure,Moyenne,2025-03,2025
2025-03-01,17H24min,GDR23522,Simplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-01,14H13min,GDR3523,Cuve GPLc,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-01,17H37min,GL Dellys Marine,MP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-01,8H32min,GDR1505,MP,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-01,,GDR1503,Groupe électrogène,Batterie HS,Modérée,Urgente,2025-03,2025
2025-03-01,14H47min,GDR1513,MP 02,Contrôle débit,Modérée,Urgente,2025-03,2025
2025-03-01,15H02min,GDR1507,Pompe a eau,Pompe HS,Critique,Urgente,2025-03,2025
2025-03-01,11H21min,GL HAMOUTENE,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-01,13H25min,GDR3522,Simplex SP,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-01,15H50min,GDR1513,MP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-01,20H08min,GDR1516,Duplex GO,Panne arrêt total,Mineure,Moyenne,2025-03,2025
2025-03-01,14H48min,GDR3522,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-03,2025
2025-03-01,11H14min,GDR1516,RIA,Pompe HS,Modérée,Urgente,2025-03,2025
2025-03-01,19H47min,GDR1517,Simplex SP,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-01,15H11min,GDR3523,MP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-02,,GDR1506,MP 01,Contrôle débit,Modérée,Moyenne,2025-03,2025
2025-03-02,20H24min,GDR1513,MP,Fuite carburant,Modérée,Urgente,2025-03,2025
2025-03-02,14H45min,GDR1510,Simplex SP,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-02,16H37min,GDR1504,MP 02,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-02,9H18min,GDR1510,"Totem Prix, LOGO et Panneaux lumineux",Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-02,11H26min,GDR1506,Duplex GPLc,Contrôle débit,Modérée,Urgente,2025-03,2025
2025-03-02,,GDR1516,MP 02,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-02,6H32min,GDR1517,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-03,2025
2025-03-02,7H37min,GDR3522,Simplex SP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-02,14H08min,PVA AGOUDJIL,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-02,5H15min,GDR1515,Simplex SP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-02,,GDR3523,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-02,10H20min,GDR1518,RIA,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-02,14H41min,GDR1515,Trous d'homme,Eau dans cuve,Modérée,Urgente,2025-03,2025
2025-03-02,18H51min,GDR1512,MP 02,Fuite carburant,Modérée,Urgente,2025-03,2025
2025-03-02,14H23min,GDR1504,MP 02,Contrôle débit,Modérée,Urgente,2025-03,2025
2025-03-02,13H36min,GDR3522,MP 01,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-02,15H20min,GDR1515,MP,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-02,14H29min,GDR1506,MP 02,Contrôle débit,Modérée,Urgente,2025-03,2025
2025-03-02,17H41min,GDR1505,T.Gestion Onduleur,Eau dans cuve,Modérée,Urgente,2025-03,2025
2025-03-02,10H18min,GDR1509,Stabilisateur,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-02,13H22min,GDR1506,Cuve GPLc,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-02,,GDR1516,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-02,9H48min,GDR1507,Groupe électrogène,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-02,12H04min,GDR3522,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-02,15H27min,GDR1505,Duplex GO,Contrôle débit,Modérée,Urgente,2025-03,2025
2025-03-02,9H20min,GDR3523,Cuve GPLc,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-02,,GDR3523,MP,Tuyauterie défectueuse,Mineure,Moyenne,2025-03,2025
2025-03-02,10H25min,GDR1507,Simplex SP,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-02,9H36min,GDR1513,RIA,Pompe HS,Modérée,Urgente,2025-03,2025
2025-03-02,18H02min,GDR1506,TGBT,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-03,17H19min,GDR1513,MP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-03,6H53min,GDR1512,MP,Contrôle débit,Mineure,Basse,2025-03,2025
2025-03-03,10H56min,GDR1507,MP 01,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-03,8H41min,GL ABDENOURI,Bâtiments et Pistes,Lampe grillée,Mineure,Basse,2025-03,2025
2025-03-03,12H41min,GDR1502,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,10H13min,GDR1516,Simplex SP,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-03,19H29min,GDR1510,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,16H54min,GDR1506,MP 02,Contrôle débit,Modérée,Moyenne,2025-03,2025
2025-03-03,,GDR1513,Duplex GO,Fuite carburant,Modérée,Moyenne,2025-03,2025
2025-03-03,9H04min,GDR1512,Duplex GO,Fuite carburant,Modérée,Moyenne,2025-03,2025
2025-03-03,18H55min,GDR3522,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-03,2025
2025-03-03,17H44min,GDR3522,MP,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-03,11H35min,GDR3522,Simplex SP,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-03,5H08min,GDR1504,Trous d'homme,Eau dans cuve,Modérée,Moyenne,2025-03,2025
2025-03-03,14H19min,GDR1503,Simplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-03,7H19min,GDR3523,Station Service,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,16H50min,Centre  LP 215G,MP,Pistolet HS,Mineure,Basse,2025-03,2025
2025-03-03,5H04min,GDR1513,MP 01,Anomalie technique,Mineure,Basse,2025-03,2025
2025-03-03,13H36min,AGENCE BEJAIA,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-03,16H44min,GDR3522,Réseau Mécanique,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-03,11H00min,GDR1517,MP,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,13H01min,GDR1516,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-03,,GDR1517,MP,Anomalie technique,Modérée,Moyenne,2025-03,2025
2025-03-03,9H03min,GDR3522,Simplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-03,12H42min,GDR1503,Baie de Service,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,11H51min,GDR1506,ARMOIR ELECTRIQUE,Problème électrique,Mineure,Moyenne,2025-03,2025
2025-03-03,8H32min,GDR1506,Groupe électrogène,Batterie HS,Modérée,Moyenne,2025-03,2025
2025-03-03,10H07min,GDR1513,Groupe électrogène,Batterie HS,Modérée,Moyenne,2025-03,2025
2025-03-03,19H05min,GDR1512,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-03,8H13min,GL ABDENOURI,Duplex GO,Fuite carburant,Modérée,Moyenne,2025-03,2025
2025-03-03,9H05min,GDR1506,MP,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,7H49min,GDR1510,Duplex GO,Fuite carburant,Critique,Urgente,2025-03,2025
2025-03-03,11H08min,GDR1503,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-03,2025
2025-03-03,8H38min,GDR1503,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-03,,GDR3522,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,12H13min,GDR1510,Trous d'homme,Eau dans cuve,Modérée,Urgente,2025-03,2025
2025-03-03,8H09min,PVA KACI,Duplex GO,Fuite carburant,Modérée,Moyenne,2025-03,2025
2025-03-03,17H46min,GDR1515,MP,Tuyauterie défectueuse,Modérée,Moyenne,2025-03,2025
2025-03-03,,GDR1506,MP 02,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-03,6H54min,GDR3523,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-03,2025
2025-03-03,11H43min,GDR1512,Groupe électrogène,Batterie HS,Modérée,Moyenne,2025-03,2025
2025-03-03,10H30min,GDR1507,Electricité,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-04,13H49min,GDR1516,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-04,19H44min,GDR1515,TGBT,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-04,16H06min,GDR1517,MP,Eau dans cuve,Critique,Urgente,2025-03,2025
2025-03-04,14H37min,GDR1504,MP 01,Anomalie technique,Mineure,Moyenne,2025-03,2025
2025-03-04,10H34min,GDR1513,Simplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-04,17H16min,GDR3523,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-04,17H20min,CENTRE 215K CONVERTION GPLc,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-04,14H38min,PVA OUSSAID,VVF P.Immergée,Panne arrêt total,Modérée,Moyenne,2025-03,2025
2025-03-04,15H02min,GDR1504,Simplex GO,Compteur défectueux,Mineure,Moyenne,2025-03,2025
2025-03-04,8H44min,GDR1513,MP,Pistolet HS,Modérée,Moyenne,2025-03,2025
2025-03-04,17H42min,GDR3522,MP 02,Contrôle débit,Mineure,Moyenne,2025-03,2025
2025-03-04,9H28min,GDR1506,RIA,Pompe HS,Critique,Urgente,2025-03,2025
2025-03-04,12H58min,GDR1512,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-03,2025
2025-03-04,7H37min,GDR1512,Pont Elévateur,Eau dans cuve,Modérée,Moyenne,2025-03,2025
